Repeated,errors,Needed,Fields,XMLPath
51,,,,"mods [@version = '3.5', @{http://www.w3.org/2001/XMLSchema-instance}schemaLocation = 'http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd']/part/detail [@type = 'volume']/caption"
51,,,,"mods [@version = '3.5', @{http://www.w3.org/2001/XMLSchema-instance}schemaLocation = 'http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd']/part/detail [@type = 'volume']/number"
51,,no,,"mods [@version = '3.5', @{http://www.w3.org/2001/XMLSchema-instance}schemaLocation = 'http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd']/physicalDescription"
51,,yes,field_digital_origin,"mods [@version = '3.5', @{http://www.w3.org/2001/XMLSchema-instance}schemaLocation = 'http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd']/physicalDescription/digitalOrigin"
51,,yes,field_form,"mods [@version = '3.5', @{http://www.w3.org/2001/XMLSchema-instance}schemaLocation = 'http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd']/physicalDescription/form [@authority = 'aat']"
51,,,,"mods [@version = '3.5', @{http://www.w3.org/2001/XMLSchema-instance}schemaLocation = 'http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd']/physicalDescription/internetMediaType"
51,,no,,"mods [@version = '3.5', @{http://www.w3.org/2001/XMLSchema-instance}schemaLocation = 'http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd']/recordInfo"
51,,no,,"mods [@version = '3.5', @{http://www.w3.org/2001/XMLSchema-instance}schemaLocation = 'http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd']/recordInfo/languageOfCataloging"
51,,yes,field_language_of_cataloging,"mods [@version = '3.5', @{http://www.w3.org/2001/XMLSchema-instance}schemaLocation = 'http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd']/recordInfo/languageOfCataloging/languageTerm [@authority = 'iso639-2b', @type = 'code']"
51,,yes,field_record_content_source,"mods [@version = '3.5', @{http://www.w3.org/2001/XMLSchema-instance}schemaLocation = 'http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd']/recordInfo/recordContentSource"
51,,yes,field_record_creation_date,"mods [@version = '3.5', @{http://www.w3.org/2001/XMLSchema-instance}schemaLocation = 'http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd']/recordInfo/recordCreationDate"
51,,yes,field_record_origin,"mods [@version = '3.5', @{http://www.w3.org/2001/XMLSchema-instance}schemaLocation = 'http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd']/recordInfo/recordOrigin"
51,,,,"mods [@version = '3.5', @{http://www.w3.org/2001/XMLSchema-instance}schemaLocation = 'http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd']/relatedItem [@type = 'host']"
51,,no,,"mods [@version = '3.5', @{http://www.w3.org/2001/XMLSchema-instance}schemaLocation = 'http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd']/relatedItem [@type = 'host']/location"
51,,yes,field_relation,"mods [@version = '3.5', @{http://www.w3.org/2001/XMLSchema-instance}schemaLocation = 'http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd']/relatedItem [@type = 'host']/location/url [@displayLabel = 'Relation']"
51,,,,"mods [@version = '3.5', @{http://www.w3.org/2001/XMLSchema-instance}schemaLocation = 'http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd']/relatedItem [@type = 'host']/titleInfo [@displayLabel = 'Digital Collection']"
51,,,,"mods [@version = '3.5', @{http://www.w3.org/2001/XMLSchema-instance}schemaLocation = 'http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd']/relatedItem [@type = 'host']/titleInfo [@displayLabel = 'Digital Collection']/title"
51,,,,"mods [@version = '3.5', @{http://www.w3.org/2001/XMLSchema-instance}schemaLocation = 'http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd']/relatedItem [@type = 'host']/titleInfo [@displayLabel = 'Periodical Title', @type = 'alternative']/title"
51,,,,"mods [@version = '3.5', @{http://www.w3.org/2001/XMLSchema-instance}schemaLocation = 'http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd']/relatedItem [@type = 'host']/titleInfo [@displayLabel = 'Periodical Title', @type = 'alternative']"
51,,,,"mods [@version = '3.5', @{http://www.w3.org/2001/XMLSchema-instance}schemaLocation = 'http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd']/subject [@authority = 'lcsh']"
51,,yes,field_subject_topic,"mods [@version = '3.5', @{http://www.w3.org/2001/XMLSchema-instance}schemaLocation = 'http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd']/subject [@authority = 'lcsh']/topic"
51,,,,"mods [@version = '3.5', @{http://www.w3.org/2001/XMLSchema-instance}schemaLocation = 'http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd']/titleInfo"
51,,,,"mods [@version = '3.5', @{http://www.w3.org/2001/XMLSchema-instance}schemaLocation = 'http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd']/titleInfo [@type = 'alternative']"
51,,,,"mods [@version = '3.5', @{http://www.w3.org/2001/XMLSchema-instance}schemaLocation = 'http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd']/titleInfo [@type = 'alternative']/title"
51,,,,"mods [@version = '3.5', @{http://www.w3.org/2001/XMLSchema-instance}schemaLocation = 'http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd']/titleInfo/nonSort"
51,,,,"mods [@version = '3.5', @{http://www.w3.org/2001/XMLSchema-instance}schemaLocation = 'http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd']/titleInfo/title"
51,source,,,"mods [@version = '3.5', @{http://www.w3.org/2001/XMLSchema-instance}schemaLocation = 'http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd']/typeOfResource"
36,,,,mods/abstract
2136,,,,mods/abstract [@displayLabel = 'Caption']
2,,,,mods/abstract [@displayLabel = 'Collection Description']
102,,,,mods/abstract [@displayLabel = 'Collection Summary']
28,,,,mods/abstract [@displayLabel = 'Contents']
15500,,,,mods/abstract [@displayLabel = 'Description']
145,,,,mods/abstract [@displayLabel = 'Link to Abstract']
1896,,,,mods/abstract [@displayLabel = 'Transcript']
211,,yes,field_rights_statement,"mods/accessCondition [@{http://www.w3.org/1999/xlink}href = 'http://rightsstatements.org/vocab/InC/1.0/', @type = 'use and reproduction', @displayLabel = 'Rights Statement']"
1,,yes,field_rights_statement,"mods/accessCondition [@{http://www.w3.org/1999/xlink}href = 'http://rightsstatements.org/vocab/InC-NC/1.0/', @type = 'use and reproduction', @displayLabel = 'Rights Statement']"
81,,yes,field_rights_statement,"mods/accessCondition [@{http://www.w3.org/1999/xlink}href = 'http://rightsstatements.org/vocab/NKC/1.0/', @type = 'use and reproduction', @displayLabel = 'Rights Statement']"
2392,,yes,field_rights_statement,"mods/accessCondition [@{http://www.w3.org/1999/xlink}href = 'http://rightsstatements.org/vocab/NoC-US/1.0/', @type = 'use and reproduction', @displayLabel = 'Rights Statement']"
381,,yes,field_contact_info,"mods/accessCondition [@displayLabel = 'Contact Information', @type = 'use and reproduction']"
11,,yes,field_rights_information,"mods/accessCondition [@displayLabel = 'Rights', @type = 'restriction on access']"
370,,yes,field_rights_information,"mods/accessCondition [@displayLabel = 'Rights', @type = 'use and reproduction']"
2325,,yes,field_rights_information,"mods/accessCondition [@type = 'restriction on access', @displayLabel = 'Rights']"
39379,,yes,field_contact_info,"mods/accessCondition [@type = 'use and reproduction', @displayLabel = 'Contact Information']"
2761,,yes,field_rights_information,"mods/accessCondition [@type = 'use and reproduction', @displayLabel = 'Rights Information']"
1,,yes,field_rights_statement,"mods/accessCondition [@type = 'use and reproduction', @displayLabel = 'Rights Statement', @{http://www.w3.org/1999/xlink}href = 'http://rightsstatements.org/vocab/InC/1.0/']"
1,,yes,field_rights_statement,"mods/accessCondition [@type = 'use and reproduction', @displayLabel = 'Rights Statement', @{http://www.w3.org/1999/xlink}href = 'http://rightsstatements.org/vocab/NoC-US/1.0/']"
542,,yes,field_rights_information,"mods/accessCondition [@type = 'use and reproduction', @displayLabel = 'Rights Statement']"
21988,,yes,field_rights_information,"mods/accessCondition [@type = 'use and reproduction', @displayLabel = 'Rights']"
41898,,no,,mods/extension
6,,,,mods/extension/ASERLsubmission
1986,,yes,field_record_content_source,mods/extension/cataloger
1907,,,,mods/extension/collectionSource
457,,,,mods/extension/colorMode
18,,,,mods/extension/creditLine
482,,yes,field_digital_reproduction_info,mods/extension/digitalReproduction
2429,,yes,field_linked_agent,mods/extension/digitizedBy
224,,,,mods/extension/extentArchival
233,,,,mods/extension/fileSize
36,,yes,field_repository_collection_guide,mods/extension/findingAidURL
21,,,,mods/extension/frameSize
3617,,yes,field_digital_reproduction_info,mods/extension/hardwareSoftware
1218,,yes,field_digital_reproduction_info,mods/extension/hardwareSoftware [@displayLabel = 'Digital Reproduction Information']
497,,,,mods/extension/hiddenDescription
457,,,,mods/extension/imageBitDepth
277,,,,mods/extension/imageManipulation
457,,,,mods/extension/imageResolution
115,,,,mods/extension/publicationStatus
13,,,,mods/extension/transcript [@displayLabel = 'Transcript']
4719,,yes,field_genre,mods/genre
294,,yes,field_genre,mods/genre [@authority = 'aat']
1164,,yes,field_genre,mods/genre [@authority = 'lcgft']
1,,yes,field_genre,mods/genre [@authority = 'lctgm']
12,valueURI,yes,field_genre,"mods/genre [@authorityURI = 'http://vocab.getty.edu/aat', @valueURI = 'http://vocab.getty.edu/page/aat/300026877', @authority = 'aat']"
419,,yes,field_genre,"mods/genre [@type = 'style', @authority = 'local', @displayLabel = 'Style']"
2855,,yes,field_genre,"mods/genre [@type = 'style', @displayLabel = 'Style', @authority = 'local']"
38436,invalid,yes,,"mods/identifier [@displayLabel = 'Migrated From', @invalid = 'yes', @type = 'uri']"
2338,,yes,field_identifier,"mods/identifier [@type = 'lccn', @displayLabel = 'LCCN']"
246,,yes,field_identifier,"mods/identifier [@type = 'local', @displayLabel = 'Accession Number']"
3072,,yes,field_identifier,"mods/identifier [@type = 'local', @displayLabel = 'Call Number']"
108,,yes,field_identifier,"mods/identifier [@type = 'local', @displayLabel = 'Collection ID']"
3072,,yes,field_identifier,"mods/identifier [@type = 'local', @displayLabel = 'File Name']"
15282,,yes,field_identifier,"mods/identifier [@type = 'local', @displayLabel = 'Item Number']"
2,,yes,,"mods/identifier [@type = 'local', @displayLabel = 'Manuscript Number']"
67,,yes,,"mods/identifier [@type = 'local', @displayLabel = 'Migrated From (Landing Page)']"
67,,yes,,"mods/identifier [@type = 'local', @displayLabel = 'Migrated From (Search)']"
2136,,yes,field_identifier,"mods/identifier [@type = 'local', @displayLabel = 'Negative No.']"
3023,,yes,field_identifier,"mods/identifier [@type = 'local', @displayLabel = 'Object File Name']"
685,,yes,field_identifier,"mods/identifier [@type = 'local', @displayLabel = 'Plan Number']"
2404,,yes,field_identifier,"mods/identifier [@type = 'local', @displayLabel = 'Publisher Number']"
1,,yes,field_identifier,mods/identifier [@type = 'local']
560,invalid,yes,,"mods/identifier [@type = 'uri', @invalid = 'yes', @displayLabel = 'Migrated From']"
11449,,,,mods/language
69,,,,"mods/language/languageTerm [@authority = 'iso639-2b', @type = 'code']"
2539,,,,"mods/language/languageTerm [@type = 'code', @authority = 'iso639-2b']"
1,,,,"mods/language/languageTerm [@type = 'code', @authority = 'rfc3066']"
7734,,,,mods/language/languageTerm [@type = 'code']
4,,,,"mods/language/languageTerm [@type = 'text', @authority = 'iso639-2b']"
6009,,,,mods/language/languageTerm [@type = 'text']
47597,,,,mods/location
25893,,no,,mods/location/holdingSimple
25893,,no,,mods/location/holdingSimple/copyInformation
10206,,yes,field_shelf_location,mods/location/holdingSimple/copyInformation/shelfLocator
22937,,yes,field_sublocation,mods/location/holdingSimple/copyInformation/subLocation
38231,,yes,field_oclc_symbol,"mods/location/physicalLocation [@authority = 'oclcorg', @displayLabel = 'OCLC Member Symbol']"
5,,yes,field_oclc_symbol,mods/location/physicalLocation [@displayLabel = 'OCLC Member Symbol']
32615,,yes,"field_physical_location, field_institution_website","mods/location/physicalLocation [@displayLabel = 'Physical Location', @{http://www.w3.org/1999/xlink}href = 'http://lib.lsu.edu']"
213,,yes,"field_physical_location, field_institution_website","mods/location/physicalLocation [@displayLabel = 'Physical Location', @{http://www.w3.org/1999/xlink}href = 'http://www.cic.lsu.edu/']"
230,,yes,"field_physical_location, field_institution_website","mods/location/physicalLocation [@displayLabel = 'Physical Location', @{http://www.w3.org/1999/xlink}href = 'https://www.lsumoa.org/ ']"
7762,,yes,field_physical_location,mods/location/physicalLocation [@displayLabel = 'Physical Location']
7761,,yes,field_institution_web_site,mods/location/url [@displayLabel = 'Institution Web Site']
366,valueURI,,,"mods/name [@authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names', @displayLabel = 'Contributing Repository', @type = 'corporate', @valueURI = 'http://id.loc.gov/authorities/names/n83188670']"
366,valueURI,,,"mods/name [@authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names', @displayLabel = 'Contributing Repository', @type = 'corporate', @valueURI = 'http://id.loc.gov/authorities/names/n83188670']/namePart"
366,valueURI,,,"mods/name [@authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names', @displayLabel = 'Contributing Repository', @type = 'corporate', @valueURI = 'http://id.loc.gov/authorities/names/n83188670']/role"
366,valueURI,,,"mods/name [@authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names', @displayLabel = 'Contributing Repository', @type = 'corporate', @valueURI = 'http://id.loc.gov/authorities/names/n83188670']/role/roleTerm [@authority = 'marcrelator', @authorityURI = 'http://id.loc.gov/vocabulary/relators', @type = 'text', @valueURI = 'http://id.loc.gov/vocabulary/relators/rps']"
3,valueURI,,,"mods/name [@authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names', @displayLabel = 'Contributing Repository', @type = 'corporate', @valueURI = 'http://id.loc.gov/authorities/names/no2015036095']"
3,valueURI,,,"mods/name [@authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names', @displayLabel = 'Contributing Repository', @type = 'corporate', @valueURI = 'http://id.loc.gov/authorities/names/no2015036095']/namePart"
3,valueURI,,,"mods/name [@authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names', @displayLabel = 'Contributing Repository', @type = 'corporate', @valueURI = 'http://id.loc.gov/authorities/names/no2015036095']/role"
3,valueURI,,,"mods/name [@authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names', @displayLabel = 'Contributing Repository', @type = 'corporate', @valueURI = 'http://id.loc.gov/authorities/names/no2015036095']/role/roleTerm [@authority = 'marcrelator', @authorityURI = 'http://id.loc.gov/vocabulary/relators', @type = 'text', @valueURI = 'http://id.loc.gov/vocabulary/relators/rps']"
2,valueURI,,,"mods/name [@authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names', @valueURI = 'http://id.loc.gov/authorities/names/n2001063187', @type = 'personal', @displayLabel = 'Addressee']"
2,valueURI,,,"mods/name [@authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names', @valueURI = 'http://id.loc.gov/authorities/names/n2001063187', @type = 'personal', @displayLabel = 'Addressee']/namePart"
2,valueURI,,,"mods/name [@authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names', @valueURI = 'http://id.loc.gov/authorities/names/n2001063187', @type = 'personal', @displayLabel = 'Addressee']/role"
2,valueURI,,,"mods/name [@authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names', @valueURI = 'http://id.loc.gov/authorities/names/n2001063187', @type = 'personal', @displayLabel = 'Addressee']/role/roleTerm [@type = 'text', @authority = 'marcrelator', @authorityURI = 'http://id.loc.gov/vocabulary/relators', @valueURI = 'http://id.loc.gov/vocabulary/relators/rcp']"
1,valueURI,,,"mods/name [@authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names', @valueURI = 'http://id.loc.gov/authorities/names/n2001063187', @type = 'personal', @displayLabel = 'Creator']"
1,valueURI,,,"mods/name [@authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names', @valueURI = 'http://id.loc.gov/authorities/names/n2001063187', @type = 'personal', @displayLabel = 'Creator']/namePart"
1,valueURI,,,"mods/name [@authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names', @valueURI = 'http://id.loc.gov/authorities/names/n2001063187', @type = 'personal', @displayLabel = 'Creator']/role"
1,valueURI,,,"mods/name [@authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names', @valueURI = 'http://id.loc.gov/authorities/names/n2001063187', @type = 'personal', @displayLabel = 'Creator']/role/roleTerm [@type = 'text', @authority = 'marcrelator', @authorityURI = 'http://id.loc.gov/vocabulary/relators', @valueURI = 'http://id.loc.gov/vocabulary/relators/cre']"
13,valueURI,,,"mods/name [@authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names', @valueURI = 'http://id.loc.gov/authorities/names/no2015036095', @type = 'corporate', @displayLabel = 'Contributing Repository']"
13,valueURI,,,"mods/name [@authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names', @valueURI = 'http://id.loc.gov/authorities/names/no2015036095', @type = 'corporate', @displayLabel = 'Contributing Repository']/namePart"
13,valueURI,,,"mods/name [@authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names', @valueURI = 'http://id.loc.gov/authorities/names/no2015036095', @type = 'corporate', @displayLabel = 'Contributing Repository']/role"
13,valueURI,,,"mods/name [@authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names', @valueURI = 'http://id.loc.gov/authorities/names/no2015036095', @type = 'corporate', @displayLabel = 'Contributing Repository']/role/roleTerm [@type = 'text', @authority = 'marcrelator', @authorityURI = 'http://id.loc.gov/vocabulary/relators', @valueURI = 'http://id.loc.gov/vocabulary/relators/rps']"
4,valueURI,,,"mods/name [@authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names', @valueURI = 'http://id.loc.gov/authorities/names/nr92029397', @type = 'personal', @displayLabel = 'Addressee']"
4,valueURI,,,"mods/name [@authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names', @valueURI = 'http://id.loc.gov/authorities/names/nr92029397', @type = 'personal', @displayLabel = 'Addressee']/namePart"
4,valueURI,,,"mods/name [@authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names', @valueURI = 'http://id.loc.gov/authorities/names/nr92029397', @type = 'personal', @displayLabel = 'Addressee']/role"
4,valueURI,,,"mods/name [@authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names', @valueURI = 'http://id.loc.gov/authorities/names/nr92029397', @type = 'personal', @displayLabel = 'Addressee']/role/roleTerm [@type = 'text', @authority = 'marcrelator', @authorityURI = 'http://id.loc.gov/vocabulary/relators', @valueURI = 'http://id.loc.gov/vocabulary/relators/rcp']"
7,valueURI,,,"mods/name [@authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names', @valueURI = 'http://id.loc.gov/authorities/names/nr92029397', @type = 'personal', @displayLabel = 'Creator']"
7,valueURI,,,"mods/name [@authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names', @valueURI = 'http://id.loc.gov/authorities/names/nr92029397', @type = 'personal', @displayLabel = 'Creator']/namePart"
7,valueURI,,,"mods/name [@authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names', @valueURI = 'http://id.loc.gov/authorities/names/nr92029397', @type = 'personal', @displayLabel = 'Creator']/role"
7,valueURI,,,"mods/name [@authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names', @valueURI = 'http://id.loc.gov/authorities/names/nr92029397', @type = 'personal', @displayLabel = 'Creator']/role/roleTerm [@type = 'text', @authority = 'marcrelator', @authorityURI = 'http://id.loc.gov/vocabulary/relators', @valueURI = 'http://id.loc.gov/vocabulary/relators/cre']"
49,valueURI,,,"mods/name [@authority = 'naf', @authorityURI = 'https://id.loc.gov/authorities/names', @valueURI = 'http://id.loc.gov/authorities/names/n79018677', @type = 'personal', @displayLabel = 'Creator']"
49,valueURI,,,"mods/name [@authority = 'naf', @authorityURI = 'https://id.loc.gov/authorities/names', @valueURI = 'http://id.loc.gov/authorities/names/n79018677', @type = 'personal', @displayLabel = 'Creator']/namePart"
49,valueURI,,,"mods/name [@authority = 'naf', @authorityURI = 'https://id.loc.gov/authorities/names', @valueURI = 'http://id.loc.gov/authorities/names/n79018677', @type = 'personal', @displayLabel = 'Creator']/role"
49,valueURI,,,"mods/name [@authority = 'naf', @authorityURI = 'https://id.loc.gov/authorities/names', @valueURI = 'http://id.loc.gov/authorities/names/n79018677', @type = 'personal', @displayLabel = 'Creator']/role/roleTerm [@type = 'text', @authority = 'marcrelator', @authorityURI = 'http://id.loc.gov/vocabulary/relators', @valueURI = 'http://id.loc.gov/vocabulary/relators/cre']"
1,valueURI,,,"mods/name [@authority = 'naf', @authorityURI = 'https://id.loc.gov/authorities/names', @valueURI = 'http://id.loc.gov/authorities/names/n85316806', @type = 'corporate', @displayLabel = 'Creator']"
1,valueURI,,,"mods/name [@authority = 'naf', @authorityURI = 'https://id.loc.gov/authorities/names', @valueURI = 'http://id.loc.gov/authorities/names/n85316806', @type = 'corporate', @displayLabel = 'Creator']/namePart"
1,valueURI,,,"mods/name [@authority = 'naf', @authorityURI = 'https://id.loc.gov/authorities/names', @valueURI = 'http://id.loc.gov/authorities/names/n85316806', @type = 'corporate', @displayLabel = 'Creator']/role"
1,valueURI,,,"mods/name [@authority = 'naf', @authorityURI = 'https://id.loc.gov/authorities/names', @valueURI = 'http://id.loc.gov/authorities/names/n85316806', @type = 'corporate', @displayLabel = 'Creator']/role/roleTerm [@type = 'text', @authority = 'marcrelator', @authorityURI = 'http://id.loc.gov/vocabulary/relators', @valueURI = 'http://id.loc.gov/vocabulary/relators/cre']"
1,valueURI,,,"mods/name [@authority = 'naf', @valueURI = 'http://id.loc.gov/authorities/names/n79018677', @type = 'personal', @displayLabel = 'Creator']"
1,valueURI,,,"mods/name [@authority = 'naf', @valueURI = 'http://id.loc.gov/authorities/names/n79018677', @type = 'personal', @displayLabel = 'Creator']/namePart"
1,valueURI,,,"mods/name [@authority = 'naf', @valueURI = 'http://id.loc.gov/authorities/names/n79018677', @type = 'personal', @displayLabel = 'Creator']/role"
1,valueURI,,,"mods/name [@authority = 'naf', @valueURI = 'http://id.loc.gov/authorities/names/n79018677', @type = 'personal', @displayLabel = 'Creator']/role/roleTerm [@type = 'text', @authority = 'marcrelator', @authorityURI = 'http://id.loc.gov/vocabulary/relators', @valueURI = 'http://id.loc.gov/vocabulary/relators/cre']"
2,,,,mods/name [@displayLabel = 'Arranger']
2,,,,mods/name [@displayLabel = 'Arranger']/namePart
2,,,,mods/name [@displayLabel = 'Arranger']/role
2,,,,"mods/name [@displayLabel = 'Arranger']/role/roleTerm [@type = 'code', @authority = 'marcrelator']"
2,,,,"mods/name [@displayLabel = 'Arranger']/role/roleTerm [@type = 'text', @authority = 'marcrelator']"
493,,,,mods/name [@displayLabel = 'Artist']
493,,,,mods/name [@displayLabel = 'Artist']/namePart
493,,,,mods/name [@displayLabel = 'Artist']/role
493,,,,"mods/name [@displayLabel = 'Artist']/role/roleTerm [@type = 'code', @authority = 'marcrelator']"
493,,,,"mods/name [@displayLabel = 'Artist']/role/roleTerm [@type = 'text', @authority = 'marcrelator']"
3812,,,,mods/name [@displayLabel = 'Author']
27,,,,mods/name [@displayLabel = 'Author']/description [@lang = 'fre']
3809,,,,mods/name [@displayLabel = 'Author']/namePart
3809,,,,mods/name [@displayLabel = 'Author']/role
357,,,,"mods/name [@displayLabel = 'Author']/role/roleTerm [@authority = 'marcrelator', @type = 'code']"
357,,,,"mods/name [@displayLabel = 'Author']/role/roleTerm [@authority = 'marcrelator', @type = 'text']"
3452,,,,"mods/name [@displayLabel = 'Author']/role/roleTerm [@type = 'code', @authority = 'marcrelator']"
3452,,,,"mods/name [@displayLabel = 'Author']/role/roleTerm [@type = 'text', @authority = 'marcrelator']"
337,,,,mods/name [@displayLabel = 'Collector']
337,,,,mods/name [@displayLabel = 'Collector']/namePart
337,,,,mods/name [@displayLabel = 'Collector']/role
337,,,,"mods/name [@displayLabel = 'Collector']/role/roleTerm [@type = 'code', @authority = 'marcrelator']"
337,,,,"mods/name [@displayLabel = 'Collector']/role/roleTerm [@type = 'text', @authority = 'marcrelator']"
106,,,,mods/name [@displayLabel = 'Composer']
106,,,,mods/name [@displayLabel = 'Composer']/namePart
106,,,,mods/name [@displayLabel = 'Composer']/role
106,,,,"mods/name [@displayLabel = 'Composer']/role/roleTerm [@type = 'code', @authority = 'marcrelator']"
106,,,,"mods/name [@displayLabel = 'Composer']/role/roleTerm [@type = 'text', @authority = 'marcrelator']"
413,,,,mods/name [@displayLabel = 'Contributor']
413,,,,mods/name [@displayLabel = 'Contributor']/namePart
413,,,,mods/name [@displayLabel = 'Contributor']/role
197,,,,"mods/name [@displayLabel = 'Contributor']/role/roleTerm [@authority = 'marcrelator', @type = 'code']"
197,,,,"mods/name [@displayLabel = 'Contributor']/role/roleTerm [@authority = 'marcrelator', @type = 'text']"
216,,,,"mods/name [@displayLabel = 'Contributor']/role/roleTerm [@type = 'code', @authority = 'marcrelator']"
216,,,,"mods/name [@displayLabel = 'Contributor']/role/roleTerm [@type = 'text', @authority = 'marcrelator']"
2446,,,,mods/name [@displayLabel = 'Creator']
2446,,,,mods/name [@displayLabel = 'Creator']/namePart
2446,,,,mods/name [@displayLabel = 'Creator']/role
2446,,,,"mods/name [@displayLabel = 'Creator']/role/roleTerm [@type = 'code', @authority = 'marcrelator']"
2446,,,,"mods/name [@displayLabel = 'Creator']/role/roleTerm [@type = 'text', @authority = 'marcrelator']"
10,,,,mods/name [@displayLabel = 'Dedicatee']
10,,,,mods/name [@displayLabel = 'Dedicatee']/namePart
10,,,,mods/name [@displayLabel = 'Dedicatee']/role
10,,,,"mods/name [@displayLabel = 'Dedicatee']/role/roleTerm [@type = 'code', @authority = 'marcrelator']"
10,,,,"mods/name [@displayLabel = 'Dedicatee']/role/roleTerm [@type = 'text', @authority = 'marcrelator']"
17,,,,mods/name [@displayLabel = 'Donated by']
17,,,,mods/name [@displayLabel = 'Donated by']/namePart
17,,,,mods/name [@displayLabel = 'Donated by']/role
17,,,,"mods/name [@displayLabel = 'Donated by']/role/roleTerm [@type = 'code', @authority = 'marcrelator']"
17,,,,"mods/name [@displayLabel = 'Donated by']/role/roleTerm [@type = 'text', @authority = 'marcrelator']"
34,,,,mods/name [@displayLabel = 'Engraver/lithographer']
34,,,,mods/name [@displayLabel = 'Engraver/lithographer']/namePart
34,,,,mods/name [@displayLabel = 'Engraver/lithographer']/role
34,,,,"mods/name [@displayLabel = 'Engraver/lithographer']/role/roleTerm [@type = 'code', @authority = 'marcrelator']"
34,,,,"mods/name [@displayLabel = 'Engraver/lithographer']/role/roleTerm [@type = 'text', @authority = 'marcrelator']"
76,,,,mods/name [@displayLabel = 'Engraver']
74,,,,mods/name [@displayLabel = 'Engraver']/namePart
76,,,,mods/name [@displayLabel = 'Engraver']/role
