Repeated,errors,Needed,Fields,XMLPath
1,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names.html', @valueURI = 'http://id.loc.gov/authorities/names/no94017357', @displayLabel = 'Contributing Repository']"
1,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names.html', @valueURI = 'http://id.loc.gov/authorities/names/no94017357', @displayLabel = 'Contributing Repository']/namePart"
1,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names.html', @valueURI = 'http://id.loc.gov/authorities/names/no94017357', @displayLabel = 'Contributing Repository']/role"
1,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names.html', @valueURI = 'http://id.loc.gov/authorities/names/no94017357', @displayLabel = 'Contributing Repository']/role/roleTerm [@type = 'text', @authority = 'marcrelator', @authorityURI = 'http://id.loc.gov/vocabulary/relators', @valueURI = 'http://id.loc.gov/vocabulary/relators/rps']"
1,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names.html', @valueURI = 'http://id.loc.gov/authorities/names/no94017358', @displayLabel = 'Contributing Repository']"
1,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names.html', @valueURI = 'http://id.loc.gov/authorities/names/no94017358', @displayLabel = 'Contributing Repository']/namePart"
1,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names.html', @valueURI = 'http://id.loc.gov/authorities/names/no94017358', @displayLabel = 'Contributing Repository']/role"
1,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names.html', @valueURI = 'http://id.loc.gov/authorities/names/no94017358', @displayLabel = 'Contributing Repository']/role/roleTerm [@type = 'text', @authority = 'marcrelator', @authorityURI = 'http://id.loc.gov/vocabulary/relators', @valueURI = 'http://id.loc.gov/vocabulary/relators/rps']"
1,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names.html', @valueURI = 'http://id.loc.gov/authorities/names/no94017359', @displayLabel = 'Contributing Repository']"
1,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names.html', @valueURI = 'http://id.loc.gov/authorities/names/no94017359', @displayLabel = 'Contributing Repository']/namePart"
1,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names.html', @valueURI = 'http://id.loc.gov/authorities/names/no94017359', @displayLabel = 'Contributing Repository']/role"
1,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names.html', @valueURI = 'http://id.loc.gov/authorities/names/no94017359', @displayLabel = 'Contributing Repository']/role/roleTerm [@type = 'text', @authority = 'marcrelator', @authorityURI = 'http://id.loc.gov/vocabulary/relators', @valueURI = 'http://id.loc.gov/vocabulary/relators/rps']"
1,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names.html', @valueURI = 'http://id.loc.gov/authorities/names/no94017360', @displayLabel = 'Contributing Repository']"
1,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names.html', @valueURI = 'http://id.loc.gov/authorities/names/no94017360', @displayLabel = 'Contributing Repository']/namePart"
1,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names.html', @valueURI = 'http://id.loc.gov/authorities/names/no94017360', @displayLabel = 'Contributing Repository']/role"
1,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names.html', @valueURI = 'http://id.loc.gov/authorities/names/no94017360', @displayLabel = 'Contributing Repository']/role/roleTerm [@type = 'text', @authority = 'marcrelator', @authorityURI = 'http://id.loc.gov/vocabulary/relators', @valueURI = 'http://id.loc.gov/vocabulary/relators/rps']"
1,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names.html', @valueURI = 'http://id.loc.gov/authorities/names/no94017361', @displayLabel = 'Contributing Repository']"
1,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names.html', @valueURI = 'http://id.loc.gov/authorities/names/no94017361', @displayLabel = 'Contributing Repository']/namePart"
1,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names.html', @valueURI = 'http://id.loc.gov/authorities/names/no94017361', @displayLabel = 'Contributing Repository']/role"
1,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names.html', @valueURI = 'http://id.loc.gov/authorities/names/no94017361', @displayLabel = 'Contributing Repository']/role/roleTerm [@type = 'text', @authority = 'marcrelator', @authorityURI = 'http://id.loc.gov/vocabulary/relators', @valueURI = 'http://id.loc.gov/vocabulary/relators/rps']"
1,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names.html', @valueURI = 'http://id.loc.gov/authorities/names/no94017362', @displayLabel = 'Contributing Repository']"
1,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names.html', @valueURI = 'http://id.loc.gov/authorities/names/no94017362', @displayLabel = 'Contributing Repository']/namePart"
1,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names.html', @valueURI = 'http://id.loc.gov/authorities/names/no94017362', @displayLabel = 'Contributing Repository']/role"
1,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names.html', @valueURI = 'http://id.loc.gov/authorities/names/no94017362', @displayLabel = 'Contributing Repository']/role/roleTerm [@type = 'text', @authority = 'marcrelator', @authorityURI = 'http://id.loc.gov/vocabulary/relators', @valueURI = 'http://id.loc.gov/vocabulary/relators/rps']"
1,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names.html', @valueURI = 'http://id.loc.gov/authorities/names/no94017363', @displayLabel = 'Contributing Repository']"
1,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names.html', @valueURI = 'http://id.loc.gov/authorities/names/no94017363', @displayLabel = 'Contributing Repository']/namePart"
1,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names.html', @valueURI = 'http://id.loc.gov/authorities/names/no94017363', @displayLabel = 'Contributing Repository']/role"
1,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names.html', @valueURI = 'http://id.loc.gov/authorities/names/no94017363', @displayLabel = 'Contributing Repository']/role/roleTerm [@type = 'text', @authority = 'marcrelator', @authorityURI = 'http://id.loc.gov/vocabulary/relators', @valueURI = 'http://id.loc.gov/vocabulary/relators/rps']"
1,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names.html', @valueURI = 'http://id.loc.gov/authorities/names/no94017364', @displayLabel = 'Contributing Repository']"
1,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names.html', @valueURI = 'http://id.loc.gov/authorities/names/no94017364', @displayLabel = 'Contributing Repository']/namePart"
1,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names.html', @valueURI = 'http://id.loc.gov/authorities/names/no94017364', @displayLabel = 'Contributing Repository']/role"
1,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names.html', @valueURI = 'http://id.loc.gov/authorities/names/no94017364', @displayLabel = 'Contributing Repository']/role/roleTerm [@type = 'text', @authority = 'marcrelator', @authorityURI = 'http://id.loc.gov/vocabulary/relators', @valueURI = 'http://id.loc.gov/vocabulary/relators/rps']"
1,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names.html', @valueURI = 'http://id.loc.gov/authorities/names/no94017365', @displayLabel = 'Contributing Repository']"
1,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names.html', @valueURI = 'http://id.loc.gov/authorities/names/no94017365', @displayLabel = 'Contributing Repository']/namePart"
1,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names.html', @valueURI = 'http://id.loc.gov/authorities/names/no94017365', @displayLabel = 'Contributing Repository']/role"
1,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names.html', @valueURI = 'http://id.loc.gov/authorities/names/no94017365', @displayLabel = 'Contributing Repository']/role/roleTerm [@type = 'text', @authority = 'marcrelator', @authorityURI = 'http://id.loc.gov/vocabulary/relators', @valueURI = 'http://id.loc.gov/vocabulary/relators/rps']"
1,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names.html', @valueURI = 'http://id.loc.gov/authorities/names/no94017366', @displayLabel = 'Contributing Repository']"
1,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names.html', @valueURI = 'http://id.loc.gov/authorities/names/no94017366', @displayLabel = 'Contributing Repository']/namePart"
1,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names.html', @valueURI = 'http://id.loc.gov/authorities/names/no94017366', @displayLabel = 'Contributing Repository']/role"
1,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names.html', @valueURI = 'http://id.loc.gov/authorities/names/no94017366', @displayLabel = 'Contributing Repository']/role/roleTerm [@type = 'text', @authority = 'marcrelator', @authorityURI = 'http://id.loc.gov/vocabulary/relators', @valueURI = 'http://id.loc.gov/vocabulary/relators/rps']"
1,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names.html', @valueURI = 'http://id.loc.gov/authorities/names/no94017367', @displayLabel = 'Contributing Repository']"
1,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names.html', @valueURI = 'http://id.loc.gov/authorities/names/no94017367', @displayLabel = 'Contributing Repository']/namePart"
1,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names.html', @valueURI = 'http://id.loc.gov/authorities/names/no94017367', @displayLabel = 'Contributing Repository']/role"
1,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names.html', @valueURI = 'http://id.loc.gov/authorities/names/no94017367', @displayLabel = 'Contributing Repository']/role/roleTerm [@type = 'text', @authority = 'marcrelator', @authorityURI = 'http://id.loc.gov/vocabulary/relators', @valueURI = 'http://id.loc.gov/vocabulary/relators/rps']"
1,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names.html', @valueURI = 'http://id.loc.gov/authorities/names/no94017368', @displayLabel = 'Contributing Repository']"
1,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names.html', @valueURI = 'http://id.loc.gov/authorities/names/no94017368', @displayLabel = 'Contributing Repository']/namePart"
1,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names.html', @valueURI = 'http://id.loc.gov/authorities/names/no94017368', @displayLabel = 'Contributing Repository']/role"
1,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names.html', @valueURI = 'http://id.loc.gov/authorities/names/no94017368', @displayLabel = 'Contributing Repository']/role/roleTerm [@type = 'text', @authority = 'marcrelator', @authorityURI = 'http://id.loc.gov/vocabulary/relators', @valueURI = 'http://id.loc.gov/vocabulary/relators/rps']"
1,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names.html', @valueURI = 'http://id.loc.gov/authorities/names/no94017369', @displayLabel = 'Contributing Repository']"
1,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names.html', @valueURI = 'http://id.loc.gov/authorities/names/no94017369', @displayLabel = 'Contributing Repository']/namePart"
1,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names.html', @valueURI = 'http://id.loc.gov/authorities/names/no94017369', @displayLabel = 'Contributing Repository']/role"
1,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names.html', @valueURI = 'http://id.loc.gov/authorities/names/no94017369', @displayLabel = 'Contributing Repository']/role/roleTerm [@type = 'text', @authority = 'marcrelator', @authorityURI = 'http://id.loc.gov/vocabulary/relators', @valueURI = 'http://id.loc.gov/vocabulary/relators/rps']"
1,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names.html', @valueURI = 'http://id.loc.gov/authorities/names/no94017370', @displayLabel = 'Contributing Repository']"
1,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names.html', @valueURI = 'http://id.loc.gov/authorities/names/no94017370', @displayLabel = 'Contributing Repository']/namePart"
1,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names.html', @valueURI = 'http://id.loc.gov/authorities/names/no94017370', @displayLabel = 'Contributing Repository']/role"
1,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names.html', @valueURI = 'http://id.loc.gov/authorities/names/no94017370', @displayLabel = 'Contributing Repository']/role/roleTerm [@type = 'text', @authority = 'marcrelator', @authorityURI = 'http://id.loc.gov/vocabulary/relators', @valueURI = 'http://id.loc.gov/vocabulary/relators/rps']"
1,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names.html', @valueURI = 'http://id.loc.gov/authorities/names/no94017371', @displayLabel = 'Contributing Repository']"
1,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names.html', @valueURI = 'http://id.loc.gov/authorities/names/no94017371', @displayLabel = 'Contributing Repository']/namePart"
1,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names.html', @valueURI = 'http://id.loc.gov/authorities/names/no94017371', @displayLabel = 'Contributing Repository']/role"
1,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names.html', @valueURI = 'http://id.loc.gov/authorities/names/no94017371', @displayLabel = 'Contributing Repository']/role/roleTerm [@type = 'text', @authority = 'marcrelator', @authorityURI = 'http://id.loc.gov/vocabulary/relators', @valueURI = 'http://id.loc.gov/vocabulary/relators/rps']"
1,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names.html', @valueURI = 'http://id.loc.gov/authorities/names/no94017372', @displayLabel = 'Contributing Repository']"
1,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names.html', @valueURI = 'http://id.loc.gov/authorities/names/no94017372', @displayLabel = 'Contributing Repository']/namePart"
1,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names.html', @valueURI = 'http://id.loc.gov/authorities/names/no94017372', @displayLabel = 'Contributing Repository']/role"
1,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names.html', @valueURI = 'http://id.loc.gov/authorities/names/no94017372', @displayLabel = 'Contributing Repository']/role/roleTerm [@type = 'text', @authority = 'marcrelator', @authorityURI = 'http://id.loc.gov/vocabulary/relators', @valueURI = 'http://id.loc.gov/vocabulary/relators/rps']"
1,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names.html', @valueURI = 'http://id.loc.gov/authorities/names/no94017373', @displayLabel = 'Contributing Repository']"
1,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names.html', @valueURI = 'http://id.loc.gov/authorities/names/no94017373', @displayLabel = 'Contributing Repository']/namePart"
1,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names.html', @valueURI = 'http://id.loc.gov/authorities/names/no94017373', @displayLabel = 'Contributing Repository']/role"
1,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names.html', @valueURI = 'http://id.loc.gov/authorities/names/no94017373', @displayLabel = 'Contributing Repository']/role/roleTerm [@type = 'text', @authority = 'marcrelator', @authorityURI = 'http://id.loc.gov/vocabulary/relators', @valueURI = 'http://id.loc.gov/vocabulary/relators/rps']"
1,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names.html', @valueURI = 'http://id.loc.gov/authorities/names/no94017374', @displayLabel = 'Contributing Repository']"
1,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names.html', @valueURI = 'http://id.loc.gov/authorities/names/no94017374', @displayLabel = 'Contributing Repository']/namePart"
1,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names.html', @valueURI = 'http://id.loc.gov/authorities/names/no94017374', @displayLabel = 'Contributing Repository']/role"
1,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names.html', @valueURI = 'http://id.loc.gov/authorities/names/no94017374', @displayLabel = 'Contributing Repository']/role/roleTerm [@type = 'text', @authority = 'marcrelator', @authorityURI = 'http://id.loc.gov/vocabulary/relators', @valueURI = 'http://id.loc.gov/vocabulary/relators/rps']"
1,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names.html', @valueURI = 'http://id.loc.gov/authorities/names/no94017375', @displayLabel = 'Contributing Repository']"
1,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names.html', @valueURI = 'http://id.loc.gov/authorities/names/no94017375', @displayLabel = 'Contributing Repository']/namePart"
1,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names.html', @valueURI = 'http://id.loc.gov/authorities/names/no94017375', @displayLabel = 'Contributing Repository']/role"
1,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names.html', @valueURI = 'http://id.loc.gov/authorities/names/no94017375', @displayLabel = 'Contributing Repository']/role/roleTerm [@type = 'text', @authority = 'marcrelator', @authorityURI = 'http://id.loc.gov/vocabulary/relators', @valueURI = 'http://id.loc.gov/vocabulary/relators/rps']"
1,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names.html', @valueURI = 'http://id.loc.gov/authorities/names/no94017376', @displayLabel = 'Contributing Repository']"
1,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names.html', @valueURI = 'http://id.loc.gov/authorities/names/no94017376', @displayLabel = 'Contributing Repository']/namePart"
1,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names.html', @valueURI = 'http://id.loc.gov/authorities/names/no94017376', @displayLabel = 'Contributing Repository']/role"
1,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names.html', @valueURI = 'http://id.loc.gov/authorities/names/no94017376', @displayLabel = 'Contributing Repository']/role/roleTerm [@type = 'text', @authority = 'marcrelator', @authorityURI = 'http://id.loc.gov/vocabulary/relators', @valueURI = 'http://id.loc.gov/vocabulary/relators/rps']"
1,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names.html', @valueURI = 'http://id.loc.gov/authorities/names/no94017377', @displayLabel = 'Contributing Repository']"
1,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names.html', @valueURI = 'http://id.loc.gov/authorities/names/no94017377', @displayLabel = 'Contributing Repository']/namePart"
1,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names.html', @valueURI = 'http://id.loc.gov/authorities/names/no94017377', @displayLabel = 'Contributing Repository']/role"
1,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names.html', @valueURI = 'http://id.loc.gov/authorities/names/no94017377', @displayLabel = 'Contributing Repository']/role/roleTerm [@type = 'text', @authority = 'marcrelator', @authorityURI = 'http://id.loc.gov/vocabulary/relators', @valueURI = 'http://id.loc.gov/vocabulary/relators/rps']"
1,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names.html', @valueURI = 'http://id.loc.gov/authorities/names/no94017378', @displayLabel = 'Contributing Repository']"
1,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names.html', @valueURI = 'http://id.loc.gov/authorities/names/no94017378', @displayLabel = 'Contributing Repository']/namePart"
1,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names.html', @valueURI = 'http://id.loc.gov/authorities/names/no94017378', @displayLabel = 'Contributing Repository']/role"
1,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names.html', @valueURI = 'http://id.loc.gov/authorities/names/no94017378', @displayLabel = 'Contributing Repository']/role/roleTerm [@type = 'text', @authority = 'marcrelator', @authorityURI = 'http://id.loc.gov/vocabulary/relators', @valueURI = 'http://id.loc.gov/vocabulary/relators/rps']"
1,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names.html', @valueURI = 'http://id.loc.gov/authorities/names/no94017379', @displayLabel = 'Contributing Repository']"
1,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names.html', @valueURI = 'http://id.loc.gov/authorities/names/no94017379', @displayLabel = 'Contributing Repository']/namePart"
1,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names.html', @valueURI = 'http://id.loc.gov/authorities/names/no94017379', @displayLabel = 'Contributing Repository']/role"
1,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names.html', @valueURI = 'http://id.loc.gov/authorities/names/no94017379', @displayLabel = 'Contributing Repository']/role/roleTerm [@type = 'text', @authority = 'marcrelator', @authorityURI = 'http://id.loc.gov/vocabulary/relators', @valueURI = 'http://id.loc.gov/vocabulary/relators/rps']"
1,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names.html', @valueURI = 'http://id.loc.gov/authorities/names/no94017380', @displayLabel = 'Contributing Repository']"
1,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names.html', @valueURI = 'http://id.loc.gov/authorities/names/no94017380', @displayLabel = 'Contributing Repository']/namePart"
1,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names.html', @valueURI = 'http://id.loc.gov/authorities/names/no94017380', @displayLabel = 'Contributing Repository']/role"
1,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names.html', @valueURI = 'http://id.loc.gov/authorities/names/no94017380', @displayLabel = 'Contributing Repository']/role/roleTerm [@type = 'text', @authority = 'marcrelator', @authorityURI = 'http://id.loc.gov/vocabulary/relators', @valueURI = 'http://id.loc.gov/vocabulary/relators/rps']"
1,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names.html', @valueURI = 'http://id.loc.gov/authorities/names/no94017381', @displayLabel = 'Contributing Repository']"
1,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names.html', @valueURI = 'http://id.loc.gov/authorities/names/no94017381', @displayLabel = 'Contributing Repository']/namePart"
1,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names.html', @valueURI = 'http://id.loc.gov/authorities/names/no94017381', @displayLabel = 'Contributing Repository']/role"
1,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names.html', @valueURI = 'http://id.loc.gov/authorities/names/no94017381', @displayLabel = 'Contributing Repository']/role/roleTerm [@type = 'text', @authority = 'marcrelator', @authorityURI = 'http://id.loc.gov/vocabulary/relators', @valueURI = 'http://id.loc.gov/vocabulary/relators/rps']"
1,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names.html', @valueURI = 'http://id.loc.gov/authorities/names/no94017382', @displayLabel = 'Contributing Repository']"
1,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names.html', @valueURI = 'http://id.loc.gov/authorities/names/no94017382', @displayLabel = 'Contributing Repository']/namePart"
1,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names.html', @valueURI = 'http://id.loc.gov/authorities/names/no94017382', @displayLabel = 'Contributing Repository']/role"
1,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names.html', @valueURI = 'http://id.loc.gov/authorities/names/no94017382', @displayLabel = 'Contributing Repository']/role/roleTerm [@type = 'text', @authority = 'marcrelator', @authorityURI = 'http://id.loc.gov/vocabulary/relators', @valueURI = 'http://id.loc.gov/vocabulary/relators/rps']"
1,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names.html', @valueURI = 'http://id.loc.gov/authorities/names/no94017383', @displayLabel = 'Contributing Repository']"
1,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names.html', @valueURI = 'http://id.loc.gov/authorities/names/no94017383', @displayLabel = 'Contributing Repository']/namePart"
1,valueURI,,,"mods/name [@type = 'corporate', @authority = 'naf', @authorityURI = 'http://id.loc.gov/authorities/names.html', @valueURI = 'http://id.loc.gov/authorities/names/no94017383', @displayLabel = 'Contributing Repository']/role"
